gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature	gene	regulation	no_samples	signature
IGHM	UP	42	basal_like_1	MMP3	UP	34	basal_like_2	APOL2	UP	40	immunomodulatory	GJA1	UP	39	mesenchymal	FAM129A	UP	13	mesenchymal_stem_like	COMT	UP	29	luminal_ar
IGJ	UP	47	basal_like_1	MMP11	UP	34	basal_like_2	ALOX5	UP	56	immunomodulatory	DKK3	UP	46	mesenchymal	CLU	UP	18	mesenchymal_stem_like	LRRC15	UP	30	luminal_ar
IGKC	UP	44	basal_like_1	MMP12	UP	31	basal_like_2	ALOX5AP	UP	54	immunomodulatory	PCSK1N	UP	37	mesenchymal	CLIC2	UP	14	mesenchymal_stem_like	CPA3	UP	28	luminal_ar
IGL@	UP	40	basal_like_1	MX1	UP	31	basal_like_2	IFIT5	UP	45	immunomodulatory	GP1BB	UP	38	mesenchymal	CLK1	UP	16	mesenchymal_stem_like	CPD	UP	36	luminal_ar
IL12RB2	UP	41	basal_like_1	ATP1B1	UP	29	basal_like_2	FUCA1	UP	37	immunomodulatory	GPM6B	UP	38	mesenchymal	SERPINA3	UP	14	mesenchymal_stem_like	CPE	UP	32	luminal_ar
ILF2	UP	45	basal_like_1	NNMT	UP	37	basal_like_2	FYB	UP	57	immunomodulatory	PTRF	UP	43	mesenchymal	ADD3	UP	17	mesenchymal_stem_like	CLDN3	UP	27	luminal_ar
IMPA2	UP	47	basal_like_1	P2RY2	UP	33	basal_like_2	FYN	UP	37	immunomodulatory	TMSB15B	UP	40	mesenchymal	CCR2	UP	18	mesenchymal_stem_like	CLDN7	UP	25	luminal_ar
CXCL10	UP	46	basal_like_1	WBP5	UP	32	basal_like_2	IFI6	UP	39	immunomodulatory	GPX7	UP	40	mesenchymal	CCR7	UP	15	mesenchymal_stem_like	CRAT	UP	42	luminal_ar
ITGA6	UP	34	basal_like_1	DACT1	UP	29	basal_like_2	GABRP	UP	50	immunomodulatory	TFCP2L1	UP	39	mesenchymal	SLC38A10	UP	14	mesenchymal_stem_like	CREBL2	UP	22	luminal_ar
IRF6	UP	34	basal_like_1	SNX7	UP	28	basal_like_2	GCA	UP	40	immunomodulatory	LRP12	UP	37	mesenchymal	ADH1B	UP	24	mesenchymal_stem_like	CRIP1	UP	22	luminal_ar
ITPKB	UP	38	basal_like_1	CALML5	UP	31	basal_like_2	TNFAIP8	UP	56	immunomodulatory	SCHIP1	UP	49	mesenchymal	ZNF573	UP	13	mesenchymal_stem_like	CRIP2	UP	26	luminal_ar
IVD	UP	34	basal_like_1	PFKP	UP	33	basal_like_2	SAMHD1	UP	53	immunomodulatory	LMCD1	UP	38	mesenchymal	HSPB6	UP	13	mesenchymal_stem_like	CRYM	UP	22	luminal_ar
KCNN4	UP	38	basal_like_1	PI3	UP	33	basal_like_2	EGFL6	UP	40	immunomodulatory	HOXC6	UP	41	mesenchymal	CNN1	UP	18	mesenchymal_stem_like	CSNK1A1	UP	23	luminal_ar
KPNA2	UP	36	basal_like_1	SERPINB5	UP	34	basal_like_2	CCDC69	UP	45	immunomodulatory	HOXC10	UP	40	mesenchymal	CNN2	UP	14	mesenchymal_stem_like	VCAN	UP	26	luminal_ar
KRT15	UP	41	basal_like_1	PLAT	UP	28	basal_like_2	PTPN22	UP	49	immunomodulatory	TNC	UP	38	mesenchymal	CNN3	UP	15	mesenchymal_stem_like	CST6	UP	23	luminal_ar
KRT19	UP	37	basal_like_1	PLAU	UP	31	basal_like_2	STAP1	UP	48	immunomodulatory	ID4	UP	58	mesenchymal	COL1A1	UP	19	mesenchymal_stem_like	CSTA	UP	25	luminal_ar
KRT81	UP	39	basal_like_1	FXYD3	UP	30	basal_like_2	GATA3	UP	38	immunomodulatory	AMIGO2	UP	40	mesenchymal	COL1A2	UP	19	mesenchymal_stem_like	CTBS	UP	27	luminal_ar
LCN2	UP	35	basal_like_1	PLOD2	UP	28	basal_like_2	GBP1	UP	63	immunomodulatory	IGF1R	UP	43	mesenchymal	ADH5	UP	15	mesenchymal_stem_like	CTNNA2	UP	25	luminal_ar
LIMK2	UP	38	basal_like_1	PLP2	UP	29	basal_like_2	GBP2	UP	56	immunomodulatory	IGFBP2	UP	43	mesenchymal	COL3A1	UP	20	mesenchymal_stem_like	ADRA2A	UP	26	luminal_ar
FADS1	UP	35	basal_like_1	PLS3	UP	38	basal_like_2	GCH1	UP	58	immunomodulatory	IGFBP5	UP	55	mesenchymal	COL4A2	UP	14	mesenchymal_stem_like	CTSD	UP	24	luminal_ar
LY6E	UP	36	basal_like_1	PLSCR1	UP	33	basal_like_2	CKAP2	UP	55	immunomodulatory	IGFBP7	UP	39	mesenchymal	TSHZ2	UP	14	mesenchymal_stem_like	CTSK	UP	26	luminal_ar
LYN	UP	36	basal_like_1	GPR87	UP	42	basal_like_2	LAT	UP	43	immunomodulatory	CYR61	UP	38	mesenchymal	COL5A1	UP	18	mesenchymal_stem_like	BZW1L1	UP	27	luminal_ar
LYZ	UP	39	basal_like_1	RIN2	UP	31	basal_like_2	LAMP3	UP	62	immunomodulatory	APP	UP	40	mesenchymal	COL5A2	UP	20	mesenchymal_stem_like	CTSO	UP	28	luminal_ar
TACSTD2	UP	39	basal_like_1	PPIC	UP	33	basal_like_2	ST6GALNAC4	UP	36	immunomodulatory	AQP1	UP	39	mesenchymal	COL6A1	UP	18	mesenchymal_stem_like	CYB5A	UP	37	luminal_ar
TM4SF1	UP	39	basal_like_1	ASPN	UP	31	basal_like_2	ADAMDEC1	UP	61	immunomodulatory	IMPA2	UP	37	mesenchymal	COL6A2	UP	23	mesenchymal_stem_like	CYB561	UP	39	luminal_ar
EPCAM	UP	40	basal_like_1	PALMD	UP	29	basal_like_2	APOBEC3C	UP	36	immunomodulatory	INHBA	UP	45	mesenchymal	COL6A3	UP	20	mesenchymal_stem_like	CYP1B1	UP	23	luminal_ar
MAD2L1	UP	37	basal_like_1	PPL	UP	32	basal_like_2	MAT2B	UP	38	immunomodulatory	INHBB	UP	38	mesenchymal	COL8A2	UP	14	mesenchymal_stem_like	CYP2J2	UP	37	luminal_ar
MB	UP	40	basal_like_1	RHBDL2	UP	28	basal_like_2	GLRX	UP	44	immunomodulatory	ISLR	UP	39	mesenchymal	COL15A1	UP	24	mesenchymal_stem_like	CYP51A1	UP	26	luminal_ar
CHST6	UP	36	basal_like_1	MOCOS	UP	29	basal_like_2	GLUL	UP	37	immunomodulatory	KCNMB1	UP	38	mesenchymal	COL16A1	UP	16	mesenchymal_stem_like	DAP	UP	31	luminal_ar
MCM3	UP	35	basal_like_1	TMEM45A	UP	42	basal_like_2	IGHV4-31	UP	47	immunomodulatory	KCNN4	UP	41	mesenchymal	COMP	UP	17	mesenchymal_stem_like	TMEM30B	UP	30	luminal_ar
MCM4	UP	36	basal_like_1	CAMK2N1	UP	31	basal_like_2	GPR18	UP	49	immunomodulatory	KRT5	UP	43	mesenchymal	LRRC15	UP	16	mesenchymal_stem_like	DBI	UP	38	luminal_ar
ART3	UP	50	basal_like_1	GALNT10	UP	28	basal_like_2	TRAC	UP	60	immunomodulatory	KRT6B	UP	45	mesenchymal	KLF6	UP	14	mesenchymal_stem_like	DCN	UP	28	luminal_ar
MFGE8	UP	42	basal_like_1	C1orf106	UP	32	basal_like_2	IGLV4-60	UP	39	immunomodulatory	KRT14	UP	56	mesenchymal	COX7A1	UP	23	mesenchymal_stem_like	DDC	UP	29	luminal_ar
MGP	UP	41	basal_like_1	GNG12	UP	31	basal_like_2	IGLV3-19	UP	42	immunomodulatory	KRT15	UP	50	mesenchymal	CPA3	UP	19	mesenchymal_stem_like	AKR1C1	UP	25	luminal_ar
CXCL9	UP	40	basal_like_1	KLK7	UP	33	basal_like_2	IGLJ3	UP	59	immunomodulatory	KRT16	UP	44	mesenchymal	CPD	UP	13	mesenchymal_stem_like	AKR1C2	UP	25	luminal_ar
MSH2	UP	37	basal_like_1	KLK6	UP	30	basal_like_2	IGKV1D-13	UP	57	immunomodulatory	KRT17	UP	53	mesenchymal	CPE	UP	23	mesenchymal_stem_like	AEBP1	UP	25	luminal_ar
ASS1	UP	34	basal_like_1	HTRA1	UP	29	basal_like_2	IGKV4-1	UP	55	immunomodulatory	KRT19	UP	39	mesenchymal	CPM	UP	14	mesenchymal_stem_like	DDT	UP	25	luminal_ar
MUC1	UP	39	basal_like_1	ARNTL2	UP	28	basal_like_2	TMEM176B	UP	53	immunomodulatory	KRT81	UP	39	mesenchymal	CPT1A	UP	17	mesenchymal_stem_like	ZNF467	UP	22	luminal_ar
MX1	UP	38	basal_like_1	PSPH	UP	28	basal_like_2	PYCARD	UP	52	immunomodulatory	LAMA4	UP	40	mesenchymal	CR2	UP	13	mesenchymal_stem_like	C14orf147	UP	23	luminal_ar
MYBL1	UP	56	basal_like_1	S100A14	UP	36	basal_like_2	CLEC2D	UP	38	immunomodulatory	LAMB1	UP	45	mesenchymal	NACC2	UP	18	mesenchymal_stem_like	DHCR24	UP	44	luminal_ar
MYC	UP	35	basal_like_1	C3orf14	UP	29	basal_like_2	BLNK	UP	53	immunomodulatory	LAMB2	UP	40	mesenchymal	CREBL2	UP	18	mesenchymal_stem_like	NQO1	UP	35	luminal_ar
NEK2	UP	46	basal_like_1	SLC24A3	UP	30	basal_like_2	ICOS	UP	47	immunomodulatory	LAMB3	UP	43	mesenchymal	CRIP1	UP	16	mesenchymal_stem_like	DIO2	UP	34	luminal_ar
NFIB	UP	42	basal_like_1	PTPRG	UP	28	basal_like_2	SNX10	UP	51	immunomodulatory	LAMC2	UP	37	mesenchymal	ASB8	UP	13	mesenchymal_stem_like	DLG3	UP	26	luminal_ar
NFIL3	UP	34	basal_like_1	RARRES1	UP	33	basal_like_2	GPR171	UP	56	immunomodulatory	LOXL2	UP	44	mesenchymal	CRYAB	UP	15	mesenchymal_stem_like	AGA	UP	32	luminal_ar
ATP1B1	UP	35	basal_like_1	RARRES2	UP	30	basal_like_2	DSE	UP	38	immunomodulatory	LPP	UP	40	mesenchymal	CSF1R	UP	18	mesenchymal_stem_like	DNM2	UP	24	luminal_ar
NOTCH1	UP	44	basal_like_1	RBP1	UP	32	basal_like_2	GZMH	UP	51	immunomodulatory	LRP6	UP	38	mesenchymal	CSF2RB	UP	15	mesenchymal_stem_like	ABAT	UP	29	luminal_ar
NTN3	UP	46	basal_like_1	RNASE1	UP	30	basal_like_2	GZMA	UP	64	immunomodulatory	LTBP2	UP	39	mesenchymal	VCAN	UP	20	mesenchymal_stem_like	DPT	UP	25	luminal_ar
PBX1	UP	35	basal_like_1	S100A2	UP	36	basal_like_2	GZMB	UP	58	immunomodulatory	TM4SF1	UP	42	mesenchymal	CST3	UP	25	mesenchymal_stem_like	SLC26A3	UP	25	luminal_ar
MTERFD1	UP	37	basal_like_1	S100A6	UP	28	basal_like_2	GZMK	UP	58	immunomodulatory	SMAD7	UP	38	mesenchymal	CTBP1	UP	13	mesenchymal_stem_like	TSC22D3	UP	40	luminal_ar
LAP3	UP	35	basal_like_1	S100A7	UP	40	basal_like_2	HCK	UP	51	immunomodulatory	MAP2	UP	39	mesenchymal	CTGF	UP	19	mesenchymal_stem_like	DUSP4	UP	29	luminal_ar
C8orf55	UP	34	basal_like_1	S100A8	UP	46	basal_like_2	HCLS1	UP	59	immunomodulatory	MCAM	UP	38	mesenchymal	ADRA2A	UP	22	mesenchymal_stem_like	DUSP5	UP	38	luminal_ar
VGLL1	UP	47	basal_like_1	S100A9	UP	44	basal_like_2	NCKAP1L	UP	55	immunomodulatory	MDFI	UP	42	mesenchymal	CTNND1	UP	14	mesenchymal_stem_like	DUSP6	UP	32	luminal_ar
GTSE1	UP	36	basal_like_1	S100A10	UP	30	basal_like_2	HLA-A	UP	55	immunomodulatory	MEF2A	UP	38	mesenchymal	CTSB	UP	13	mesenchymal_stem_like	EDNRA	UP	22	luminal_ar
DTL	UP	38	basal_like_1	S100A11	UP	29	basal_like_2	HLA-B	UP	52	immunomodulatory	MFAP2	UP	40	mesenchymal	CTSK	UP	17	mesenchymal_stem_like	AHCY	UP	27	luminal_ar
CYB5R2	UP	37	basal_like_1	S100P	UP	28	basal_like_2	HLA-C	UP	54	immunomodulatory	MFGE8	UP	52	mesenchymal	CTSO	UP	18	mesenchymal_stem_like	EFNA3	UP	25	luminal_ar
GPRC5B	UP	34	basal_like_1	CFB	UP	31	basal_like_2	HLA-DMA	UP	62	immunomodulatory	MGP	UP	45	mesenchymal	CX3CR1	UP	21	mesenchymal_stem_like	EGF	UP	26	luminal_ar
RP6-213H19.1	UP	36	basal_like_1	ATXN1	UP	30	basal_like_2	HLA-DMB	UP	60	immunomodulatory	MID1	UP	38	mesenchymal	CYB5A	UP	13	mesenchymal_stem_like	CELSR3	UP	25	luminal_ar
CALML5	UP	37	basal_like_1	SERPINB3	UP	28	basal_like_2	HLA-DOB	UP	49	immunomodulatory	MMP7	UP	41	mesenchymal	ADRB2	UP	15	mesenchymal_stem_like	MEGF9	UP	30	luminal_ar
SERPINB5	UP	39	basal_like_1	SCNN1A	UP	33	basal_like_2	HLA-DPA1	UP	58	immunomodulatory	MXRA7	UP	48	mesenchymal	CYP1B1	UP	15	mesenchymal_stem_like	EGFR	UP	23	luminal_ar
BCL11A	UP	36	basal_like_1	SDC1	UP	35	basal_like_2	HLA-DPB1	UP	60	immunomodulatory	MT1E	UP	38	mesenchymal	RUNDC3B	UP	13	mesenchymal_stem_like	ELF1	UP	24	luminal_ar
PLK1	UP	34	basal_like_1	CXCL12	UP	29	basal_like_2	HLA-DQA1	UP	47	immunomodulatory	MYH10	UP	37	mesenchymal	PRUNE2	UP	14	mesenchymal_stem_like	SPRED2	UP	38	luminal_ar
PMP22	UP	37	basal_like_1	PERP	UP	35	basal_like_2	HLA-DQB1	UP	50	immunomodulatory	MYLK	UP	49	mesenchymal	DAB2	UP	21	mesenchymal_stem_like	EMP2	UP	32	luminal_ar
H2BFS	UP	38	basal_like_1	SLPI	UP	32	basal_like_2	HLA-DRA	UP	65	immunomodulatory	NEDD9	UP	38	mesenchymal	DGKA	UP	15	mesenchymal_stem_like	CTTN	UP	23	luminal_ar
POU2AF1	UP	37	basal_like_1	SOX11	UP	31	basal_like_2	HLA-DRB1	UP	64	immunomodulatory	NFIB	UP	42	mesenchymal	FAM134C	UP	14	mesenchymal_stem_like	AIM1	UP	29	luminal_ar
EXOSC4	UP	38	basal_like_1	SPARC	UP	28	basal_like_2	HLA-DRB4	UP	38	immunomodulatory	NID1	UP	38	mesenchymal	DCN	UP	24	mesenchymal_stem_like	C9orf91	UP	29	luminal_ar
ROPN1	UP	60	basal_like_1	SPP1	UP	31	basal_like_2	HLA-DRB5	UP	62	immunomodulatory	NNMT	UP	41	mesenchymal	AKR1C1	UP	18	mesenchymal_stem_like	AK3L1	UP	35	luminal_ar
BSPRY	UP	39	basal_like_1	STC1	UP	31	basal_like_2	HLA-DRB6	UP	44	immunomodulatory	NPR3	UP	42	mesenchymal	AKR1C2	UP	17	mesenchymal_stem_like	EPHX1	UP	23	luminal_ar
RBM35A	UP	41	basal_like_1	TCN1	UP	29	basal_like_2	AOAH	UP	40	immunomodulatory	NPY1R	UP	42	mesenchymal	GADD45A	UP	14	mesenchymal_stem_like	NR2F6	UP	22	luminal_ar
C10orf18	UP	38	basal_like_1	DYNLT3	UP	29	basal_like_2	HLA-E	UP	54	immunomodulatory	NOX4	UP	38	mesenchymal	AEBP1	UP	19	mesenchymal_stem_like	ERBB2	UP	27	luminal_ar
RPP25	UP	35	basal_like_1	TDO2	UP	29	basal_like_2	HLA-F	UP	60	immunomodulatory	PAM	UP	43	mesenchymal	DMXL1	UP	16	mesenchymal_stem_like	ERBB3	UP	25	luminal_ar
WDYHV1	UP	40	basal_like_1	TGFBI	UP	34	basal_like_2	HLA-G	UP	50	immunomodulatory	RASL12	UP	37	mesenchymal	DCP2	UP	13	mesenchymal_stem_like	AKT1	UP	27	luminal_ar
HEATR1	UP	34	basal_like_1	THBS2	UP	29	basal_like_2	BIRC3	UP	60	immunomodulatory	AMOTL2	UP	42	mesenchymal	CFD	UP	19	mesenchymal_stem_like	ABCA3	UP	24	luminal_ar
CDCA8	UP	34	basal_like_1	TPBG	UP	33	basal_like_2	DNAJA1	UP	39	immunomodulatory	VGLL1	UP	43	mesenchymal	OLFML2A	UP	14	mesenchymal_stem_like	ESRRG	UP	32	luminal_ar
LRRC8D	UP	37	basal_like_1	PHLDA2	UP	33	basal_like_2	ICAM1	UP	47	immunomodulatory	PDGFA	UP	39	mesenchymal	DNASE1L3	UP	15	mesenchymal_stem_like	ETFA	UP	38	luminal_ar
CEP55	UP	34	basal_like_1	TUBA4A	UP	32	basal_like_2	ICAM2	UP	43	immunomodulatory	ENPP1	UP	40	mesenchymal	DOCK2	UP	18	mesenchymal_stem_like	ETFB	UP	34	luminal_ar
PNMAL1	UP	38	basal_like_1	UPP1	UP	31	basal_like_2	ICAM3	UP	47	immunomodulatory	PFN2	UP	44	mesenchymal	ABAT	UP	14	mesenchymal_stem_like	ETFDH	UP	24	luminal_ar
STEAP3	UP	34	basal_like_1	WNT5A	UP	30	basal_like_2	IRF8	UP	60	immunomodulatory	SERPINB5	UP	53	mesenchymal	DPT	UP	23	mesenchymal_stem_like	ALCAM	UP	43	luminal_ar
LAPTM4B	UP	41	basal_like_1	ZIC1	UP	31	basal_like_2	LOC339562	UP	50	immunomodulatory	SERPINE2	UP	45	mesenchymal	DPYD	UP	18	mesenchymal_stem_like	F2RL1	UP	30	luminal_ar
MCM10	UP	42	basal_like_1	CA12	UP	32	basal_like_2	APOC1	UP	47	immunomodulatory	BCL11A	UP	38	mesenchymal	DPYSL2	UP	19	mesenchymal_stem_like	ALDH1A1	UP	22	luminal_ar
DHTKD1	UP	36	basal_like_1	PXDN	UP	29	basal_like_2	IFI16	UP	55	immunomodulatory	PLOD1	UP	38	mesenchymal	DPYSL3	UP	16	mesenchymal_stem_like	FABP4	UP	24	luminal_ar
SLC39A4	UP	38	basal_like_1	MALL	UP	33	basal_like_2	IFI27	UP	56	immunomodulatory	PLOD2	UP	38	mesenchymal	JAG1	UP	15	mesenchymal_stem_like	ALDH2	UP	22	luminal_ar
NLRP2	UP	34	basal_like_1	TUSC3	UP	30	basal_like_2	IFI35	UP	56	immunomodulatory	PLS3	UP	48	mesenchymal	TSC22D3	UP	18	mesenchymal_stem_like	FABP7	UP	33	luminal_ar
DOK5	UP	34	basal_like_1	GPR177	UP	33	basal_like_2	SP110	UP	50	immunomodulatory	PMP22	UP	50	mesenchymal	ECM2	UP	23	mesenchymal_stem_like	ACSL1	UP	38	luminal_ar
PRKDC	UP	35	basal_like_1	FLJ21511	UP	33	basal_like_2	IFIT2	UP	41	immunomodulatory	FXYD6	UP	49	mesenchymal	DUSP1	UP	24	mesenchymal_stem_like	ACSL3	UP	34	luminal_ar
PRKX	UP	37	basal_like_1	MFAP5	UP	32	basal_like_2	IFIT1	UP	54	immunomodulatory	MXRA8	UP	39	mesenchymal	DUSP4	UP	14	mesenchymal_stem_like	FAH	UP	39	luminal_ar
AZGP1	UP	44	basal_like_1	SLC2A10	UP	29	basal_like_2	IFIT3	UP	54	immunomodulatory	ROPN1	UP	56	mesenchymal	DUSP5	UP	13	mesenchymal_stem_like	FAP	UP	22	luminal_ar
PRPSAP1	UP	34	basal_like_1	NRIP1	UP	28	basal_like_2	IFNG	UP	50	immunomodulatory	ASPN	UP	42	mesenchymal	DUSP6	UP	21	mesenchymal_stem_like	FBLN1	UP	24	luminal_ar
PRSS8	UP	37	basal_like_1	CRISPLD2	UP	28	basal_like_2	APOE	UP	45	immunomodulatory	SOBP	UP	38	mesenchymal	AGTR1	UP	21	mesenchymal_stem_like	FASN	UP	43	luminal_ar
SLAMF8	UP	35	basal_like_1	BBOX1	UP	31	basal_like_2	IGHA1	UP	37	immunomodulatory	ANO1	UP	40	mesenchymal	APLNR	UP	15	mesenchymal_stem_like	ZCCHC24	UP	24	luminal_ar
PSMB8	UP	34	basal_like_1	TUBB6	UP	30	basal_like_2	IGHD	UP	47	immunomodulatory	ZNF532	UP	43	mesenchymal	GPR183	UP	16	mesenchymal_stem_like	ALDH1A3	UP	25	luminal_ar
PSMB9	UP	36	basal_like_1	BHLHE40	UP	34	basal_like_2	IGHG1	UP	50	immunomodulatory	PNMAL1	UP	45	mesenchymal	ECM1	UP	16	mesenchymal_stem_like	FBN1	UP	24	luminal_ar
HRASLS	UP	37	basal_like_1	CAV1	UP	28	basal_like_2	IGHG3	UP	63	immunomodulatory	PRELP	UP	40	mesenchymal	ABCA1	UP	13	mesenchymal_stem_like	FBP1	UP	36	luminal_ar
ACTR3B	UP	37	basal_like_1	CAV2	UP	34	basal_like_2	IGHM	UP	57	immunomodulatory	C1orf106	UP	39	mesenchymal	S1PR1	UP	15	mesenchymal_stem_like	ALDH3B2	UP	43	luminal_ar
GPR126	UP	38	basal_like_1	AKR1C3	UP	29	basal_like_2	IGJ	UP	55	immunomodulatory	DOK5	UP	39	mesenchymal	LPAR1	UP	22	mesenchymal_stem_like	FDFT1	UP	32	luminal_ar
TTYH1	UP	34	basal_like_1	TNFSF10	UP	31	basal_like_2	IGKC	UP	57	immunomodulatory	ZNF395	UP	37	mesenchymal	EDNRA	UP	18	mesenchymal_stem_like	FGF13	UP	29	luminal_ar
NDRG2	UP	38	basal_like_1	NIACR2	UP	28	basal_like_2	IGL@	UP	58	immunomodulatory	HTRA1	UP	46	mesenchymal	EDNRB	UP	21	mesenchymal_stem_like	ALDOA	UP	26	luminal_ar
PTK2	UP	39	basal_like_1	IER3	UP	34	basal_like_2	FAS	UP	45	immunomodulatory	CHPT1	UP	44	mesenchymal	EFNB2	UP	13	mesenchymal_stem_like	FGFR4	UP	30	luminal_ar
PLEKHB1	UP	41	basal_like_1	P4HA2	UP	34	basal_like_2	FASLG	UP	39	immunomodulatory	ACTR3B	UP	41	mesenchymal	EGR1	UP	17	mesenchymal_stem_like	COPG	UP	24	luminal_ar
RRAGD	UP	35	basal_like_1	GPRC5A	UP	30	basal_like_2	IL2RB	UP	59	immunomodulatory	KIAA1199	UP	37	mesenchymal	EGR2	UP	14	mesenchymal_stem_like	ZNF652	UP	38	luminal_ar
RAB4A	UP	34	basal_like_1	RSAD2	UP	29	basal_like_2	IL2RG	UP	62	immunomodulatory	RCN3	UP	38	mesenchymal	AHR	UP	14	mesenchymal_stem_like	COBLL1	UP	22	luminal_ar
RAD21	UP	41	basal_like_1	TP53I3	UP	30	basal_like_2	IL6ST	UP	41	immunomodulatory	TTYH1	UP	49	mesenchymal	EGR3	UP	15	mesenchymal_stem_like	FKBP3	UP	22	luminal_ar
RGS10	UP	34	basal_like_1	CLCA2	UP	30	basal_like_2	IL7R	UP	57	immunomodulatory	SLC24A3	UP	42	mesenchymal	C10orf72	UP	18	mesenchymal_stem_like	PLEKHA6	UP	32	luminal_ar
RRM2	UP	34	basal_like_1	NUAK1	UP	29	basal_like_2	IL10RA	UP	63	immunomodulatory	NDRG2	UP	43	mesenchymal	AIF1	UP	16	mesenchymal_stem_like	ABLIM3	UP	31	luminal_ar
RSU1	UP	36	basal_like_1	LOC100133233	DOWN	29	basal_like_2	IL15	UP	59	immunomodulatory	PTK7	UP	39	mesenchymal	A2M	UP	17	mesenchymal_stem_like	FKBP5	UP	31	luminal_ar
S100A1	UP	51	basal_like_1	LOC100133739	DOWN	34	basal_like_2	IL15RA	UP	46	immunomodulatory	PTX3	UP	44	mesenchymal	ELK3	UP	20	mesenchymal_stem_like	SEPHS2	UP	39	luminal_ar
S100P	UP	41	basal_like_1	hCG_1774568	DOWN	28	basal_like_2	IL16	UP	38	immunomodulatory	PLEKHB1	UP	38	mesenchymal	ELN	UP	18	mesenchymal_stem_like	SCAP	UP	22	luminal_ar
CCL2	UP	35	basal_like_1	RASGRP1	DOWN	31	basal_like_2	TNFRSF9	UP	39	immunomodulatory	ACTA2	UP	45	mesenchymal	SPRED2	UP	15	mesenchymal_stem_like	AKR7A3	UP	23	luminal_ar
CCL5	UP	37	basal_like_1	GPR64	DOWN	36	basal_like_2	IL18	UP	37	immunomodulatory	CCND1	UP	42	mesenchymal	EML1	UP	17	mesenchymal_stem_like	TTC39A	UP	39	luminal_ar
CCL8	UP	40	basal_like_1	DHRS2	DOWN	28	basal_like_2	IDO1	UP	62	immunomodulatory	RGS2	UP	41	mesenchymal	EMP1	UP	14	mesenchymal_stem_like	LIMCH1	UP	35	luminal_ar
CXCL11	UP	44	basal_like_1	MSLN	DOWN	35	basal_like_2	CXCL10	UP	71	immunomodulatory	S100A1	UP	53	mesenchymal	EMP3	UP	14	mesenchymal_stem_like	WDFY3	UP	24	luminal_ar
SECTM1	UP	37	basal_like_1	ADCY2	DOWN	29	basal_like_2	INPP5D	UP	53	immunomodulatory	S100A6	UP	41	mesenchymal	ENG	UP	17	mesenchymal_stem_like	DAAM1	UP	22	luminal_ar
RTP4	UP	43	basal_like_1	KLK11	DOWN	28	basal_like_2	IRF1	UP	66	immunomodulatory	S100A13	UP	37	mesenchymal	ENPEP	UP	16	mesenchymal_stem_like	FAIM2	UP	32	luminal_ar
IFIH1	UP	36	basal_like_1	WWP2	DOWN	30	basal_like_2	IRF4	UP	37	immunomodulatory	S100P	UP	37	mesenchymal	EPAS1	UP	21	mesenchymal_stem_like	JMJD2B	UP	29	luminal_ar
SET	UP	34	basal_like_1	FAM107A	DOWN	31	basal_like_2	IRF7	UP	52	immunomodulatory	BGN	UP	52	mesenchymal	EPB41L2	UP	15	mesenchymal_stem_like	PDZD2	UP	24	luminal_ar
SFRP1	UP	40	basal_like_1	CHKA	DOWN	28	basal_like_2	ISG20	UP	46	immunomodulatory	SDC2	UP	48	mesenchymal	EPHX1	UP	13	mesenchymal_stem_like	MON2	UP	23	luminal_ar
TMPRSS3	UP	35	basal_like_1	WIF1	DOWN	38	basal_like_2	ITGA4	UP	47	immunomodulatory	MAGEF1	UP	38	mesenchymal	EPS8	UP	19	mesenchymal_stem_like	PDXDC1	UP	26	luminal_ar
SIX3	UP	34	basal_like_1	PADI2	DOWN	36	basal_like_2	ITGAL	UP	49	immunomodulatory	XYLT1	UP	42	mesenchymal	EPS15	UP	15	mesenchymal_stem_like	TNIK	UP	30	luminal_ar
JMJD4	UP	34	basal_like_1	SCRG1	DOWN	41	basal_like_2	ITGAM	UP	45	immunomodulatory	SFRP1	UP	53	mesenchymal	ERG	UP	19	mesenchymal_stem_like	SWAP70	UP	27	luminal_ar
LOC652493	UP	46	basal_like_1	OSBPL1A	DOWN	31	basal_like_2	ITGB2	UP	60	immunomodulatory	PDLIM2	UP	41	mesenchymal	ESD	UP	13	mesenchymal_stem_like	MYCBP2	UP	25	luminal_ar
C8orf33	UP	41	basal_like_1	MARCH3	DOWN	29	basal_like_2	ITGB7	UP	40	immunomodulatory	CREB3L2	UP	48	mesenchymal	ESR1	UP	16	mesenchymal_stem_like	KIAA0564	UP	25	luminal_ar
ZBTB10	UP	34	basal_like_1	ADH1B	DOWN	28	basal_like_2	ITK	UP	52	immunomodulatory	NT5DC2	UP	41	mesenchymal	ETS2	UP	13	mesenchymal_stem_like	AVL9	UP	23	luminal_ar
SOD2	UP	34	basal_like_1	COL2A1	DOWN	39	basal_like_2	ITPR1	UP	37	immunomodulatory	SLC2A1	UP	37	mesenchymal	EVI1	UP	14	mesenchymal_stem_like	SEPT6	UP	22	luminal_ar
SOX4	UP	35	basal_like_1	COL9A3	DOWN	38	basal_like_2	IVD	UP	45	immunomodulatory	SMTN	UP	38	mesenchymal	EVI2A	UP	18	mesenchymal_stem_like	TBC1D9	UP	37	luminal_ar
